id,handle,time,status,changed,url
73,13Q@bea.gov,2014-02-10 12:19:03 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=CB53B09627D0E074D6A6998C294B25549165BEF6528E9DA027166E78DCAB7D0EE21ED446259FD3189A2C1D0A16B104EC4A4C7260067FE27A71A119D62977E19E
74,13A@bea.gov,2014-02-10 12:19:01 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=92E3D722E7913E04A650D1F1DFE6B887084189D16B76436322C0A98F8E2E3BAB5C35B06D18F611F4216147D0BDC23BB9A043B05E6C9480D62D9A21335B766A41
75,SA05N@bea.gov,2014-02-10 15:03:42 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=E37F9305E4D7ED5F833ADF644E743AC437E65DDC217850CE888946E9522929AEA341972698ED111CDEC83D5CC3515A816E1DD9C6D58BDE2694255A1ABA681139
76,SA06N@bea.gov,2014-02-10 15:06:48 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=9878A75E2AAAD9591BA53BE2332068B5F2D10DF7859C129A71CEFB108654D1CDE68138BFAB043B664C5A22251814526C0226C00D4877C868DA2FB9A37753AB61
79,264Q@bea.gov,2014-02-10 12:19:08 UTC,200,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=6507C78B0E1D8EF9D16D03EF3775E293B14E00BF494A2B435832ADC94D4120007740E5B912F3FDA679DB34D7D046FE3ABEA8A28575666346D79782CF34002694
80,264A@bea.gov,2014-02-10 12:19:05 UTC,200,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=DD6B43BDB9B7966F8364200CF374710D988FA7C87B3000701B621F3E2F764573E4346AE51A2B6D36BC1E3205144D2EDE682121D8FDDD4F0ABB91F9F8E4FB212A
81,43Q@bea.gov,2014-02-10 12:20:33 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=2EF4A3DE03D3C6CD42C5C24247E93EFD2A85992B684A099F667066E7528D825A23037E12627C452575BAB01E55A428B2B6739D567A5A0316C94C3F0D175404C9
83,44Q@bea.gov,2014-02-10 12:20:36 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=93FD29E367C0400DF6EF4ED9AB07907BC7527C4263E7097C6597DC23875D722DA73A4750AF47B8E8B7863301F31F376CFB8A9B8FF6B484C80747C8BD9A9D3B78
84,44A@bea.gov,2014-02-10 12:20:35 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=90F1945D4BFB4619C435B693668E28A577DDC6126B7EF8AC18C5465725E36742D0714193CA582426224A3D8E89B737979E412CDA573E02DD61F354EC45D1AD9E
85,58Q@bea.gov,2014-02-10 15:01:08 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=9D25966F2EADE5B088DEE7CEF4DEA5725F1BAA5C390A0F8D57471CE20621615D0BC78669236FCFA10691C275E817636CA161319E9A35E7C7E450A4B38ADADCA9
86,58A@bea.gov,2014-02-10 15:02:23 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=93ADDA03CEC18398B74D5487EBED131F2F36923D4AE606F8D2C3D4D01D674A1D436DADDAB4C780867F5BB49801EC71DB578752E74591AF205C22118885DA1DAF
87,66Q@bea.gov,2014-02-10 15:01:25 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=915C0452DCC83962C60FE5BA3298E65342DC06417C81DC0CE01F0EE61DA74D6B2A7F8CD96E6CC97A263DD732445B0A68D1010A84BD8E75F0E80C18A0694DBD36
88,66A@bea.gov,2014-02-10 15:02:25 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=6123E0226DF884225D47620A6172A1FB1D8BAB3A2271800FFFDAB661E209A399FBAD0BD9B84E8235FEADDCBB0164BE170210C037F0E1546BA505860671BE690C
89,6Q@bea.gov,2014-02-10 12:19:18 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=47930A3F245C103A10C8D78DCA3CB3006C52B2B7579049131CC984E00F5D98D57B35FFD9AD073584A4F3D56F8FFFDBF2256E8D227D6B748C86B283FF5275C439
91,6A@bea.gov,2014-02-10 12:19:17 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=C2D8546EF6A54DA56B0185812B9BF0F1194EEB97B661B157DAF5D20A8BA90AF6FB4CA46E031A082F6B699E35DA1BA29E1148BA949A8CA9C6C150F604BE184FC4
92,76M@bea.gov,2014-02-10 15:01:07 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=090E29C2606C6ADC4344E33BF28E10AFA4BA656B6C3AF76B1BBE169B527CB02158C30A5A8868A82CB2292E7A90F8B9B88E55936F7ED8D3ECFF26E22A3E06C2A6
94,83M@bea.gov,2014-02-10 15:01:20 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=1B4B142FD354ECB73FFFE14B330F020FCC618369AB5BD74AFE71F022344EEA9A8670BB1DBCB6F9C386BB6F8A71563FC37433BE91D92826C4F609C6252F3F9BCC
103,CA05N@bea.gov,2014-02-10 15:05:12 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=867CDF05B6ACA538BAD2DB4114D017F569872818497ACDC0FB8455F77ECB708FEA8C31B468DE8617A81DD08923A9CABCFAC677C8463F12A2470F9BAD1B0880DB
104,CONST_HI@hawaii.gov,2014-02-10 12:26:26 UTC,200,[],http://files.hawaii.gov/dbedt/economic/data_reports/mei/state.xls
105,CONST_HAW@hawaii.gov,2014-02-10 12:26:32 UTC,200,[],http://files.hawaii.gov/dbedt/economic/data_reports/mei/hawaii.xls
106,CONST_HON@hawaii.gov,2014-02-10 12:26:35 UTC,200,[],http://files.hawaii.gov/dbedt/economic/data_reports/mei/honolulu.xls
107,CONST_KAU@hawaii.gov,2014-02-10 12:26:38 UTC,200,[],http://files.hawaii.gov/dbedt/economic/data_reports/mei/kauai.xls
108,CONST_MAU@hawaii.gov,2014-02-10 12:26:41 UTC,200,[],http://files.hawaii.gov/dbedt/economic/data_reports/mei/maui.xls
109,QSER_E@hawaii.gov,2014-02-10 12:26:18 UTC,200,[],http://files.hawaii.gov/dbedt/economic/data_reports/qser/construction-tables.xls
110,QSER_G@hawaii.gov,2014-02-10 12:26:16 UTC,200,[],http://files.hawaii.gov/dbedt/economic/data_reports/qser/select-county-tables.xls
121,TOUR_FEB11@hawaiitourismauthority.org,2014-02-10 12:30:41 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/Feb11.xls
122,TOUR_MAY11@hawaiitourismauthority.org,2014-02-10 12:30:51 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/reports/visitor-statistics/May 2011 Table.xls
123,TOUR_JUN11@hawaiitourismauthority.org,2014-02-10 12:30:54 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/reports/visitor-statistics/jun11R.xls
124,TOUR_JAN11@hawaiitourismauthority.org,2014-02-10 12:51:47 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/Jan11.xls
130,CSCFNS@esri.cao.go.jp,2014-02-10 11:11:28 UTC,404,[],http://www.esri.cao.go.jp/en/stat/shouhi/2013shouhi1-e.xls
131,CSCF@esri.cao.go.jp,2014-02-10 11:11:30 UTC,404,[],http://www.esri.cao.go.jp/en/stat/shouhi/2013shouhi2-e.xls
132,TOUR_JUL11@hawaiitourismauthority.org,2014-02-10 12:30:57 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/July 2011 Table(1).xls
133,JP_POP@esa.un.org,2014-02-10 12:30:31 UTC,200,[],http://esa.un.org/wpp/Excel-Data/EXCEL_FILES/1_Population/WPP2012_POP_F01_1_TOTAL_POPULATION_BOTH_SEXES.XLS
134,tax_collec2011_01@hawaii.gov,2014-02-10 12:56:39 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-01_rev3.zip
143,TOUR_AUG11@hawaiitourismauthority.org,2014-02-10 12:31:00 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/aug11.xls
144,TOUR_SEP11@hawaiitourismauthority.org,2014-02-10 12:31:05 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/Sep11.xls
145,TOUR_OCT11@hawaiitourismauthority.org,2014-02-10 12:31:09 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/oct11.xls
146,tax_collec2011_02@hawaii.gov,2014-02-10 12:56:40 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-02_rev4.zip
147,tax_collec2011_04@hawaii.gov,2014-02-10 12:56:42 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-04_rev2.zip
148,tax_collec2011_05@hawaii.gov,2014-02-10 12:56:42 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-05_rev2.zip
149,tax_collec2011_06@hawaii.gov,2014-02-10 12:56:43 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-06_rev.zip
150,tax_collec2011_07@hawaii.gov,2014-02-10 12:56:44 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-07_rev.zip
151,tax_collec2011_08@hawaii.gov,2014-02-10 12:56:45 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-08_rev.zip
152,tax_collec2011_09@hawaii.gov,2014-02-10 12:56:45 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-09_rev2.zip
153,tax_collec2011_10@hawaii.gov,2014-02-10 12:56:46 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-10_rev.zip
154,tax_collec2011_03@hawaii.gov,2014-02-10 12:56:41 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-03_rev3.zip
157,tax_GE2011_03@hawaii.gov,2014-02-10 12:58:17 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-03_rev3.zip
158,tax_GE2011_04@hawaii.gov,2014-02-10 12:58:18 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-04_rev2.zip
159,tax_GE2011_05@hawaii.gov,2014-02-10 12:58:18 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-05_rev2.zip
160,tax_GE2011_06@hawaii.gov,2014-02-10 12:58:19 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-06_rev.zip
161,tax_GE2011_07@hawaii.gov,2014-02-10 12:58:20 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-07_rev.zip
162,tax_GE2011_08@hawaii.gov,2014-02-10 12:58:21 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-08_rev.zip
163,tax_GE2011_09@hawaii.gov,2014-02-10 12:58:22 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-09_rev2.zip
165,TOUR_NOV11@hawaiitourismauthority.org,2014-02-10 12:31:12 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/Nov11 Revised.xlsx
167,TOUR_HIST09@hawaiitourismauthority.org,2014-02-10 12:43:04 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/historical-data/2009-highlights.xls
168,TOUR_HIST08@hawaiitourismauthority.org,2014-02-10 12:43:00 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/historical-data/2008-highlights.xls
169,TOUR_HIST07@hawaiitourismauthority.org,2014-02-10 12:42:57 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/historical-data/2007-highlights.xls
170,tax_GE2011_10@hawaii.gov,2014-02-10 12:58:23 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-10_rev.zip
171,TOUR_DEC11@hawaiitourismauthority.org,2014-02-10 12:31:17 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/Dec 2011.xlsx
173,TOUR_JAN12@hawaiitourismauthority.org,2014-02-10 12:31:22 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/Jan_2012.xlsx
174,tax_collec2011_12@hawaii.gov,2014-02-10 12:56:47 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-12.zip
175,tax_collec2011_11@hawaii.gov,2014-02-10 12:56:47 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-11_rev.zip
176,tax_GE2011_11@hawaii.gov,2014-02-10 12:58:23 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-11_rev.zip
178,2012@hiwi.org,2014-02-10 11:11:58 UTC,200,[],https://www.hiwi.org/admin/gsipub/htmlarea/uploads/LFR_CES_JC2012.xls
179,LF@hiwi.org,2014-02-10 16:30:12 UTC,404,[],https://www.hiwi.org/admin/gsipub/htmlarea/uploads/LFR_LAUS_LF.xls
181,TOUR_FEB12@hawaiitourismauthority.org,2014-02-10 12:31:36 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/reports/visitor-statistics/February 2012(1).xlsx
182,tax_GE2011_12@hawaii.gov,2014-02-10 12:58:24 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2011-12.zip
183,tax_collec2012_01@hawaii.gov,2014-02-10 12:56:49 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-01.zip
184,tax_GE2012_01@hawaii.gov,2014-02-10 12:58:25 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-01.zip
185,tax_collec2012_02@hawaii.gov,2014-02-10 12:56:50 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-02.zip
186,TOUR_MAR12@hawaiitourismauthority.org,2014-02-10 12:31:40 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/March 2012.xlsx
188,TOUR_APR12@hawaiitourismauthority.org,2014-02-10 12:31:44 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/April 2012rev.xlsx
190,tax_GE2012_02@hawaii.gov,2014-02-10 12:58:26 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-02.zip
191,tax_collec2012_03@hawaii.gov,2014-02-10 12:56:50 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-03.zip
192,TOUR_MAY12@hawaiitourismauthority.org,2014-02-10 12:31:48 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/May 2012.xlsx
193,tax_GE2012_03@hawaii.gov,2014-02-10 12:58:28 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-03.zip
194,tax_collec2012_04@hawaii.gov,2014-02-10 12:56:51 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-04.zip
196,TOUR_JUN12@hawaiitourismauthority.org,2014-02-10 12:31:53 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/Jun12.xls
198,tax_collec2012_05@hawaii.gov,2014-02-10 12:56:52 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-05.zip
205,TOUR_HIST11@hawaiitourismauthority.org,2014-02-10 12:33:12 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/historical-data/2011 Monthly Final Highlights Revised.xls
206,R@www.stat-search.boj.or.jp,2014-02-10 12:50:41 UTC,404,[],http://www.stat-search.boj.or.jp/ssi/html/nme_R031.20696.20121215052258.01.csv
207,43A@bea.gov,2014-02-10 12:20:32 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=8CD42AE4E44F1C9D4002F8D81D18B28767064DDCE46A1D382DC49432939CE5E9FF81E7BAF2D7A05850A7461709B0B3F4E3DE7832A3FEB178A89F1FEC6C36A036
208,TOUR_JUL12@hawaiitourismauthority.org,2014-02-10 12:31:57 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/Jul12.xls
210,tax_GE2012_04@hawaii.gov,2014-02-10 12:58:29 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-04.zip
214,CA04@bea.gov,2014-02-10 12:18:46 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=281C6AC14FF5CE67FFDF1B870C67FC5E715B0C2B360F5FBC895B151212EA75DA71CE8C3E21E07A338DCD63636D1D585A004E0EB6356D933A6027992A53DE50F6
215,SA04@bea.gov,2014-02-10 12:18:50 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=1E01E9818D33773CA4105071096AAF31ABDC136C9FB3E50D342E12B4940468D4102B8DB41A8C5C76459B8E4907DA1AA91494DAE757411CC0837A41AD8A009318
216,TOUR_AUG12@hawaiitourismauthority.org,2014-02-10 12:32:00 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/aug12.xls
219,tax_GE2012_05@hawaii.gov,2014-02-10 12:58:30 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-05.zip
220,tax_GE2012_06@hawaii.gov,2014-02-10 12:58:31 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-06.zip
221,tax_collec2012_06@hawaii.gov,2014-02-10 12:56:52 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-06.zip
222,tax_collec2012_07@hawaii.gov,2014-02-10 12:56:53 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-07_rev.zip
223,TOUR_FINAL@hawaiitourismauthority.org,2014-02-10 13:40:04 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/historical-data/HAWAII_HISTORICAL_2010r.xlsx
224,TOUR_SEP12@hawaiitourismauthority.org,2014-02-10 12:32:04 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/Sep12.xls
226,STEO@eia.gov,2014-02-10 12:42:36 UTC,302,[],http://www.eia.gov/forecasts/steo/xls/STEO_m.xls
227,LTEO_B@eia.gov,2014-02-10 12:42:26 UTC,200,[],http://www.eia.gov/forecasts/aeo/er/excel/aeotab_1.xlsx
230,CPI10@e-stat.go.jp,2014-02-10 11:11:11 UTC,200,[],http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000011288575
231,TOUR_OCT12@hawaiitourismauthority.org,2014-02-10 12:32:08 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/Oct12.xls
233,tax_GE2012_07@hawaii.gov,2014-02-10 12:58:32 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-07_rev.zip
234,tax_collec2012_08@hawaii.gov,2014-02-10 12:56:54 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-08_rev.zip
235,TOUR_NOV12@hawaiitourismauthority.org,2014-02-10 12:32:11 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/nov12.xls
236,tax_GE2012_08@hawaii.gov,2014-02-10 12:58:32 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-08_rev.zip
237,tax_GE2012_09@hawaii.gov,2014-02-10 12:58:33 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-09_rev.zip
238,tax_collec2012_09@hawaii.gov,2014-02-10 12:56:55 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-09_rev.zip
240,TOUR_DEC12@hawaiitourismauthority.org,2014-02-10 12:32:14 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/dec12.xls
241,tax_GE2012_10@hawaii.gov,2014-02-10 12:58:34 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-10.zip
242,tax_collec2012_10@hawaii.gov,2014-02-10 12:56:55 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-10.zip
279,TOUR_JAN13@hawaiitourismauthority.org,2014-02-10 12:32:18 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/Jan13.xls
280,tax_GE2012_11@hawaii.gov,2014-02-10 12:58:35 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-11.zip
281,tax_collec2012_11@hawaii.gov,2014-02-10 12:56:56 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-11.zip
282,tax_collec2012_12@hawaii.gov,2014-02-10 12:56:57 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-12.zip
284,LF_HIST@stat.go.jp,2014-02-10 12:28:48 UTC,200,[],http://www.stat.go.jp/data/roudou/longtime/zuhyou/lt01-01.xls
285,EMPL_HIST@stat.go.jp,2014-02-10 11:47:29 UTC,200,[],http://www.stat.go.jp/data/roudou/longtime/zuhyou/lt01-02.xls
286,ENF_HIST@stat.go.jp,2014-02-10 12:11:36 UTC,200,[],http://www.stat.go.jp/data/roudou/longtime/zuhyou/lt01-05.xls
287,UR_HIST@stat.go.jp,2014-02-10 13:21:43 UTC,200,[],http://www.stat.go.jp/data/roudou/longtime/zuhyou/lt01-13.xls
