series_name,ds_id,ds_eval,current_data_points,dependencies_count,aremos_diffs,last_run,data_point_sha1,dependencies,first_date
NRBEA@MAU.A,125834,"Series.load_from_download ""CA04_MAU@bea.gov"", { :file_type => ""csv"", :start_date => ""1969-01-01"", :row => ""header_range:col:3:20:6:32"", :col => ""increment:5:1"", :frequency => ""A"" }",0,0,0.0,2014-07-23 07:30:40 -1000,da39a3ee5e6b4b0d3255bfef95601890afd80709,"",""
VRDCIT@HAW.A,125827,"(""VRDCITNS@HAW.M"".ts * ""VRDCITNS@HAW.M"".ts.days_in_period).aggregate(:year, :sum) / ""VRDCITNS@HI.M"".ts.days_in_period.aggregate(:year, :sum)",7,1,0.0,2014-07-23 08:59:09 -1000,df4051653e301dd2a153fb9196732f4b3cca94a5,VRDCITNS@HAW.M,1998-01-01
VRDCDM@HAW.A,125826,"(""VRDCDMNS@HAW.M"".ts * ""VRDCDMNS@HAW.M"".ts.days_in_period).aggregate(:year, :sum) / ""VRDCDMNS@HI.M"".ts.days_in_period.aggregate(:year, :sum)",7,1,0.0,2014-07-23 08:58:51 -1000,f4a2efd55cd0fc21a1b66068c8f2e1d76445003f,VRDCDMNS@HAW.M,1998-01-01
VRDC@HAW.A,125825,"(""VRDCNS@HAW.M"".ts * ""VRDCNS@HAW.M"".ts.days_in_period).aggregate(:year, :sum) / ""VRDCNS@HI.M"".ts.days_in_period.aggregate(:year, :sum)",13,1,0.0,2014-07-23 08:58:28 -1000,8f5ca128fd31bcb9473c8bbfe53f928dc6c7f486,VRDCNS@HAW.M,1992-01-01
KRCONNS_NEWERR@HI.Q,125790,"""KRCONNS@HI.Q"".ts - (""KRCONNS_TEMP@HON.Q"".ts + ""KRCONNS_TEMP@HAW.Q"".ts + ""KRCONNS_TEMP@MAU.Q"".ts + ""KRCONNS_TEMP@KAU.Q"".ts)",136,5,,2014-07-23 07:26:42 -1000,25541f986679ea04902cc5672121c11ca31143a6,"KRCONNS@HI.Q, KRCONNS_TEMP@HAW.Q, KRCONNS_TEMP@HON.Q, KRCONNS_TEMP@KAU.Q, KRCONNS_TEMP@MAU.Q",1980-01-01
KRCONNS_TEMP@KAU.Q,125789,"(""KRCONNS@KAU.Q"".ts + (""KRCONNS@KAU.Q"".ts/""KRCONNS_SUM@HI.Q"".ts)*""KRCONNS_ERR@HI.Q"".ts).round",136,3,,2014-07-23 07:26:42 -1000,f63bbed76f117139a3fa0ee2cc3cbb51e5d60ba1,"KRCONNS@KAU.Q, KRCONNS_ERR@HI.Q, KRCONNS_SUM@HI.Q",1980-01-01
KRCONNS_TEMP@MAU.Q,125788,"(""KRCONNS@MAU.Q"".ts + (""KRCONNS@MAU.Q"".ts/""KRCONNS_SUM@HI.Q"".ts)*""KRCONNS_ERR@HI.Q"".ts).round",136,3,,2014-07-23 07:26:42 -1000,6de185276237c3afc83248242156e2693668df7b,"KRCONNS@MAU.Q, KRCONNS_ERR@HI.Q, KRCONNS_SUM@HI.Q",1980-01-01
KRCONNS_TEMP@HAW.Q,125787,"(""KRCONNS@HAW.Q"".ts + (""KRCONNS@HAW.Q"".ts/""KRCONNS_SUM@HI.Q"".ts)*""KRCONNS_ERR@HI.Q"".ts).round",136,3,,2014-07-23 07:26:42 -1000,af294ab3976107d8871aa7236d2e0a34773d86cf,"KRCONNS@HAW.Q, KRCONNS_ERR@HI.Q, KRCONNS_SUM@HI.Q",1980-01-01
KRCONNS_TEMP@HON.Q,125786,"(""KRCONNS_SHARED@HON.Q"".ts + (""KRCONNS_SHARED@HON.Q"".ts/""KRCONNS_SUM@HI.Q"".ts)*""KRCONNS_ERR@HI.Q"".ts).round",136,3,,2014-07-23 07:26:42 -1000,beccc5ef3af90c8df0dde94807a8b3b832d66871,"KRCONNS_ERR@HI.Q, KRCONNS_SHARED@HON.Q, KRCONNS_SUM@HI.Q",1980-01-01
KRCONNS_ERR@HI.Q,125785,"""KRCONNS@HI.Q"".ts - ""KRCONNS_SUM@HI.Q"".ts",136,2,,2014-07-23 07:26:42 -1000,20fb86c40b9604bb496adc22846408546f48f57a,"KRCONNS@HI.Q, KRCONNS_SUM@HI.Q",1980-01-01
KRCONNS_SUM@HI.Q,125784,"""KRCONNS_SHARED@HON.Q"".ts + ""KRCONNS@MAU.Q"".ts + ""KRCONNS@KAU.Q"".ts + ""KRCONNS@HAW.Q"".ts",136,4,,2014-07-23 07:26:42 -1000,1a61be725666677b25b423ce3262de9132f99ce8,"KRCONNS@HAW.Q, KRCONNS@KAU.Q, KRCONNS@MAU.Q, KRCONNS_SHARED@HON.Q",1980-01-01
KRCONNS_SHARED@HON.Q,125781,"""KRCONNS@HI.Q"".ts.share_using(""KRCONNS_NMC@HON.Q"".ts, ""KRCONNS_NMC@HON.Q"".ts + ""KRCONNS_NMC@HAW.Q"".ts + ""KRCONNS_NMC@MAU.Q"".ts + ""KRCONNS_NMC@KAU.Q"".ts).round",136,5,,2014-07-23 07:26:38 -1000,0884ae6a13995b0750ea56d47aabdb7de7abe389,"KRCONNS@HI.Q, KRCONNS_NMC@HAW.Q, KRCONNS_NMC@HON.Q, KRCONNS_NMC@KAU.Q, KRCONNS_NMC@MAU.Q",1980-01-01
KRSGFNS_NEWERR@HI.Q,125779,"""KRSGFNS@HI.Q"".ts - (""KRSGFNS_TEMP@HON.Q"".ts + ""KRSGFNS_TEMP@HAW.Q"".ts + ""KRSGFNS_TEMP@MAU.Q"".ts + ""KRSGFNS_TEMP@KAU.Q"".ts)",137,5,,2014-07-23 07:26:35 -1000,797987eac57dc2af5725869a839c17a23b7ea475,"KRSGFNS@HI.Q, KRSGFNS_TEMP@HAW.Q, KRSGFNS_TEMP@HON.Q, KRSGFNS_TEMP@KAU.Q, KRSGFNS_TEMP@MAU.Q",1980-01-01
KRSGFNS_TEMP@KAU.Q,125778,"(""KRSGFNS@KAU.Q"".ts + (""KRSGFNS@KAU.Q"".ts/""KRSGFNS_SUM@HI.Q"".ts)*""KRSGFNS_ERR@HI.Q"".ts).round",137,3,,2014-07-23 07:26:35 -1000,e60cb10d261a13a151a8a4937e48c582b988da62,"KRSGFNS@KAU.Q, KRSGFNS_ERR@HI.Q, KRSGFNS_SUM@HI.Q",1980-01-01
KRSGFNS_TEMP@MAU.Q,125777,"(""KRSGFNS@MAU.Q"".ts + (""KRSGFNS@MAU.Q"".ts/""KRSGFNS_SUM@HI.Q"".ts)*""KRSGFNS_ERR@HI.Q"".ts).round",137,3,,2014-07-23 07:26:35 -1000,13443555bd7dd98c1a6dce0a0521b56e7fad16b4,"KRSGFNS@MAU.Q, KRSGFNS_ERR@HI.Q, KRSGFNS_SUM@HI.Q",1980-01-01
KRSGFNS_TEMP@HAW.Q,125776,"(""KRSGFNS@HAW.Q"".ts + (""KRSGFNS@HAW.Q"".ts/""KRSGFNS_SUM@HI.Q"".ts)*""KRSGFNS_ERR@HI.Q"".ts).round",137,3,,2014-07-23 07:26:35 -1000,0894f6d85eac9273d690195da7cde74dbe883ca6,"KRSGFNS@HAW.Q, KRSGFNS_ERR@HI.Q, KRSGFNS_SUM@HI.Q",1980-01-01
KRSGFNS_TEMP@HON.Q,125775,"(""KRSGFNS_SHARED@HON.Q"".ts + (""KRSGFNS_SHARED@HON.Q"".ts/""KRSGFNS_SUM@HI.Q"".ts)*""KRSGFNS_ERR@HI.Q"".ts).round",137,3,,2014-07-23 07:26:35 -1000,42429922e22b22b395498f94e547c4d68398e17f,"KRSGFNS_ERR@HI.Q, KRSGFNS_SHARED@HON.Q, KRSGFNS_SUM@HI.Q",1980-01-01
KRSGFNS_ERR@HI.Q,125774,"""KRSGFNS@HI.Q"".ts - ""KRSGFNS_SUM@HI.Q"".ts",137,2,,2014-07-23 07:26:35 -1000,379ffd93dce2519cc82613f0d769459d8b3fd6d1,"KRSGFNS@HI.Q, KRSGFNS_SUM@HI.Q",1980-01-01
KRSGFNS_SUM@HI.Q,125773,"""KRSGFNS_SHARED@HON.Q"".ts + ""KRSGFNS@MAU.Q"".ts + ""KRSGFNS@KAU.Q"".ts + ""KRSGFNS@HAW.Q"".ts",137,4,,2014-07-23 07:26:35 -1000,e55775e40aa3ef9222305e65dae16691c3174890,"KRSGFNS@HAW.Q, KRSGFNS@KAU.Q, KRSGFNS@MAU.Q, KRSGFNS_SHARED@HON.Q",1980-01-01
KRSGFNS_SHARED@HON.Q,125770,"""KRSGFNS@HI.Q"".ts.share_using(""KRSGFNS_NMC@HON.Q"".ts, ""KRSGFNS_NMC@HON.Q"".ts + ""KRSGFNS_NMC@HAW.Q"".ts + ""KRSGFNS_NMC@MAU.Q"".ts + ""KRSGFNS_NMC@KAU.Q"".ts).round",137,5,,2014-07-23 07:26:31 -1000,6e36ba814c05e36c3df7286cface2ada5aeebe03,"KRSGFNS@HI.Q, KRSGFNS_NMC@HAW.Q, KRSGFNS_NMC@HON.Q, KRSGFNS_NMC@KAU.Q, KRSGFNS_NMC@MAU.Q",1980-01-01
KRCONNS_NMC@KAU.Q,125768,"""KRCONNS@KAU.Q"".ts.load_from ""/Users/uhero/Documents/data/rawdata/History/prud_upd.xls""",136,0,,2014-07-23 07:26:28 -1000,64f906d9b1faf1fb4373f0dc64529074b6c626d9,"",1980-01-01
KRCONNS_NMC@MAU.Q,125767,"""KRCONNS@MAU.Q"".ts.load_from ""/Users/uhero/Documents/data/rawdata/History/prud_upd.xls""",136,0,,2014-07-23 07:26:28 -1000,3ae21f944b72e2f9f187d28bb0c0096c21fdde36,"",1980-01-01
KRCONNS_NMC@HON.Q,125766,"""KRCONNS@HON.Q"".ts.load_from ""/Users/uhero/Documents/data/rawdata/History/prud_upd.xls""",136,0,,2014-07-23 07:26:27 -1000,81087de95fd209a86966d6002f65bc0a9366e3a9,"",1980-01-01
KRCONNS_NMC@HAW.Q,125765,"""KRCONNS@HAW.Q"".ts.load_from ""/Users/uhero/Documents/data/rawdata/History/prud_upd.xls""",136,0,,2014-07-23 07:26:27 -1000,817d7781304f1df6aac855b248fa330bc915cf21,"",1980-01-01
KRSGFNS_NMC@KAU.Q,125763,"""KRSGFNS@KAU.Q"".ts.load_from ""/Users/uhero/Documents/data/rawdata/Manual/prud_upd.xls""",137,0,,2014-07-23 07:26:23 -1000,01cd59c1b0d944b17f00ff51e1767aca29b844ce,"",1980-01-01
KRSGFNS_NMC@MAU.Q,125762,"""KRSGFNS@MAU.Q"".ts.load_from ""/Users/uhero/Documents/data/rawdata/Manual/prud_upd.xls""",137,0,,2014-07-23 07:26:23 -1000,81a1e004ad80c069226175e5c301e316330528cb,"",1980-01-01
KRSGFNS_NMC@HON.Q,125761,"""KRSGFNS@HON.Q"".ts.load_from ""/Users/uhero/Documents/data/rawdata/Manual/prud_upd.xls""",137,0,,2014-07-23 07:26:23 -1000,2f135a6e516d5ab373b16b0bbe86d7b70af84c84,"",1980-01-01
KRSGFNS_NMC@HAW.Q,125760,"""KRSGFNS@HAW.Q"".ts.load_from ""/Users/uhero/Documents/data/rawdata/Manual/prud_upd.xls""",137,0,,2014-07-23 07:26:22 -1000,1c1cadf8f5657fc8882c1e791189bdf95847a232,"",1980-01-01
E_TU@KAU.Q,125758,"""E_TU@KAU.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:12:48 -1000,7fb4ff30ff96702b6d9390aa5dbcbf3afa50fb1a,E_TU@KAU.M,1990-01-01
E_TU@HAW.Q,125757,"""E_TU@HAW.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:12:47 -1000,afb566e1c1537c8979cfb057a257e9f767bbfa29,E_TU@HAW.M,1990-01-01
E_TRADE@NBI.Q,125756,"""E_TRADE@HI.Q"".ts - ""E_TRADE@HON.Q"".ts",98,2,0.0,2014-07-23 07:10:44 -1000,1be24c03eae9684b54eb266f27b07695dddffa7f,"E_TRADE@HI.Q, E_TRADE@HON.Q",1990-01-01
E_TRADE@NBI.M,125755,"""E_TRADE@HI.M"".ts - ""E_TRADE@HON.M"".ts",294,2,0.038,2014-07-23 07:10:44 -1000,b92edf1fce63cdd8faf15f3504c2bdebaf05d133,"E_TRADE@HI.M, E_TRADE@HON.M",1990-01-01
E_TRADE@KAU.Q,125754,"""E_TRADE@KAU.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:10:43 -1000,96fcf1d0de2803c8e1a9a1f78fc49f584ef66e03,E_TRADE@KAU.M,1990-01-01
E_TRADE@HON.Q,125753,"""E_TRADE@HON.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:10:43 -1000,d00dee82f63601ba89d39ffb6cc1f68f92935d1d,E_TRADE@HON.M,1990-01-01
E_TRADE@HAW.Q,125752,"""E_TRADE@HAW.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:10:41 -1000,6f0e30f492a4c2fb52aa82985e46f5a4f2182dbc,E_TRADE@HAW.M,1990-01-01
E_PRSVCPR@KAU.Q,125751,"""E_SVCPR@KAU.Q"".ts - ""EGV@KAU.Q"".ts",98,2,0.0,2014-07-23 07:09:03 -1000,0c046e310d9344da83c3d0f8aa96dcb24ab7b067,"EGV@KAU.Q, E_SVCPR@KAU.Q",1990-01-01
E_SVCPR@KAU.Q,125750,"""E_NF@KAU.Q"".ts - ""E_GDSPR@KAU.Q"".ts",98,2,0.0,2014-07-23 07:09:03 -1000,8e2f54ab367895dad296b046dd5331ace8fe3870,"E_GDSPR@KAU.Q, E_NF@KAU.Q",1990-01-01
E_PRSVCPR@KAU.M,125749,"""E_SVCPR@KAU.M"".ts - ""EGV@KAU.M"".ts",294,2,0.014,2014-07-23 07:09:03 -1000,aa62055466011bc3c0af533896d371d72fefc643,"EGV@KAU.M, E_SVCPR@KAU.M",1990-01-01
E_SVCPR@KAU.M,125748,"""E_NF@KAU.M"".ts - ""E_GDSPR@KAU.M"".ts",294,2,0.015,2014-07-23 07:09:03 -1000,05ff847f92f63a0cd4d1a1ccfbf9474374eab5c3,"E_GDSPR@KAU.M, E_NF@KAU.M",1990-01-01
E_PRSVCPR@HAW.Q,125747,"""E_SVCPR@HAW.Q"".ts - ""EGV@HAW.Q"".ts",98,2,0.0,2014-07-23 07:08:46 -1000,2938580bb72d2a99aff9fb7cfdf03ac2400eaecc,"EGV@HAW.Q, E_SVCPR@HAW.Q",1990-01-01
E_SVCPR@HAW.Q,125746,"""E_NF@HAW.Q"".ts - ""E_GDSPR@HAW.Q"".ts",98,2,0.0,2014-07-23 07:08:46 -1000,ce1e2924f8b6a45cdf1dca2b1e2df8ab8365c077,"E_GDSPR@HAW.Q, E_NF@HAW.Q",1990-01-01
E_PRSVCPR@HAW.M,125745,"""E_SVCPR@HAW.M"".ts - ""EGV@HAW.M"".ts",294,2,0.0,2014-07-23 07:08:46 -1000,cc63b45d9b1f79f320d25c2b8d7295902f39a16b,"EGV@HAW.M, E_SVCPR@HAW.M",1990-01-01
E_SVCPR@HAW.M,125744,"""E_NF@HAW.M"".ts - ""E_GDSPR@HAW.M"".ts",294,2,0.012,2014-07-23 07:08:46 -1000,466c26541d16f444b35b80da7384655e9718de6c,"E_GDSPR@HAW.M, E_NF@HAW.M",1990-01-01
E_PR@KAU.Q,125743,"""E_PR@KAU.M"".ts.aggregate(:quarter, :average)",170,1,0.0,2014-07-23 07:08:32 -1000,6f92a58a5153783785ea68f5eda4f6de35a4e646,E_PR@KAU.M,1972-01-01
E_PR@KAU.M,125742,"""E_NF@KAU.M"".ts - ""EGV@KAU.M"".ts",510,2,0.015,2014-07-23 07:08:31 -1000,4596803822dbb0d80df355a0b348c522883c6712,"EGV@KAU.M, E_NF@KAU.M",1972-01-01
E_PR@HAW.Q,125741,"""E_PR@HAW.M"".ts.aggregate(:quarter, :average)",170,1,0.0,2014-07-23 07:08:08 -1000,a7dc579ca9e62344efcd08e5d4eb54bf92acf4b7,E_PR@HAW.M,1972-01-01
E_PR@HAW.M,125740,"""E_NF@HAW.M"".ts - ""EGV@HAW.M"".ts",510,2,0.0,2014-07-23 07:08:07 -1000,dc8898e526aa7832f30aa05d00079e46fdbe508a,"EGV@HAW.M, E_NF@HAW.M",1972-01-01
E_PBS@NBI.Q,125739,"""E_PBS@HI.Q"".ts - ""E_PBS@HON.Q"".ts",98,2,0.0,2014-07-23 07:07:58 -1000,d9646f589d6b4fec41ed137002f3e90a649da289,"E_PBS@HI.Q, E_PBS@HON.Q",1990-01-01
E_PBS@NBI.M,125738,"""E_PBS@HI.M"".ts - ""E_PBS@HON.M"".ts",294,2,0.022,2014-07-23 07:07:58 -1000,766f0c6cc8653c05ecedda25a8a5f03a506df560,"E_PBS@HI.M, E_PBS@HON.M",1990-01-01
E_PBS@KAU.Q,125737,"""E_PBS@KAU.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:07:57 -1000,2f3ca3adb94ca5d51be1973b4272e47621529271,E_PBS@KAU.M,1990-01-01
E_PBS@HON.Q,125736,"""E_PBS@HON.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:07:56 -1000,28d4d341f79ef3c2ef86f798901308660dd1d408,E_PBS@HON.M,1990-01-01
E_PBS@HAW.Q,125735,"""E_PBS@HAW.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:07:49 -1000,00c51f140c71187b43898b0d6bf377277d80a46d,E_PBS@HAW.M,1990-01-01
E_LH@NBI.Q,125734,"""E_LH@HI.Q"".ts - ""E_LH@HON.Q"".ts",98,2,0.0,2014-07-23 07:05:48 -1000,02b5b496f5d00749186f7747725920feedbb2f81,"E_LH@HI.Q, E_LH@HON.Q",1990-01-01
E_LH@NBI.M,125733,"""E_LH@HI.M"".ts - ""E_LH@HON.M"".ts",294,2,0.156,2014-07-23 07:05:48 -1000,6db8c283ad1557b4383db760a57d11da5fdfc714,"E_LH@HI.M, E_LH@HON.M",1990-01-01
E_LH@KAU.Q,125732,"""E_LH@KAU.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:05:48 -1000,d5700255dbebcd5bdbcadfc19e44f9e06064ac11,E_LH@KAU.M,1990-01-01
E_LH@HON.Q,125731,"""E_LH@HON.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:05:47 -1000,9b3ce608ddc1711a55b9e0c6e40c9a163f5135b1,E_LH@HON.M,1990-01-01
E_LH@HAW.Q,125730,"""E_LH@HAW.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:05:43 -1000,2d57c1501442a770257ba556cb4fef06415f6a77,E_LH@HAW.M,1990-01-01
E_GVSL@KAU.Q,125729,"""E_GVSL@KAU.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:05:40 -1000,cd629be1418e0bab9816774707dadc5709c7aa2a,E_GVSL@KAU.M,1990-01-01
E_GVSL@HAW.Q,125728,"""E_GVSL@HAW.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:05:37 -1000,1d8d28d42c9cba5f483f3a955b282e341507f1c4,E_GVSL@HAW.M,1990-01-01
E_GDSPR@KAU.Q,125727,"""ECT@KAU.Q"".ts + ""EMN@KAU.Q"".ts",98,2,0.0,2014-07-23 07:04:52 -1000,e78f6b1edc607a0852a9845d9cc68ab1ca35a68d,"ECT@KAU.Q, EMN@KAU.Q",1990-01-01
E_GDSPR@KAU.M,125726,"""ECT@KAU.M"".ts + ""EMN@KAU.M"".ts",294,2,0.0,2014-07-23 07:04:52 -1000,aa29ac537d066d5935d8633c558f14c252b520e4,"ECT@KAU.M, EMN@KAU.M",1990-01-01
E_GDSPR@HAW.Q,125725,"""ECT@HAW.Q"".ts + ""EMN@HAW.Q"".ts",98,2,0.0,2014-07-23 07:04:24 -1000,78e67bb9066cf2e60d65919b8bc90454dbfd25f5,"ECT@HAW.Q, EMN@HAW.Q",1990-01-01
E_GDSPR@HAW.M,125724,"""ECT@HAW.M"".ts + ""EMN@HAW.M"".ts",294,2,0.0,2014-07-23 07:04:24 -1000,3d5a5309aa6457f5149581045cc6badcf10e263a,"ECT@HAW.M, EMN@HAW.M",1990-01-01
E_ELSE@KAU.Q,125723,"""E_SV@KAU.Q"".ts - (""EAF@KAU.Q"".ts + ""EHC@KAU.Q"".ts)",98,3,0.0,2014-07-23 07:03:28 -1000,9c0eb66c4e08a10231ea86465b3f0a0bfd58d47f,"EAF@KAU.Q, EHC@KAU.Q, E_SV@KAU.Q",1990-01-01
E_SV@KAU.Q,125722,"""E_NF@KAU.Q"".ts - (""ECT@KAU.Q"".ts + ""EMN@KAU.Q"".ts + ""E_TTU@KAU.Q"".ts + ""E_FIR@KAU.Q"".ts + ""EGV@KAU.Q"".ts)",98,6,0.0,2014-07-23 07:03:28 -1000,00402441c9c2b8fc3bce6d93a35fde984158e962,"ECT@KAU.Q, EGV@KAU.Q, EMN@KAU.Q, E_FIR@KAU.Q, E_NF@KAU.Q, E_TTU@KAU.Q",1990-01-01
E_FIR@KAU.Q,125721,"""E_FIR@KAU.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:03:28 -1000,d4f48c3528fd1852a39831bcbc52cc77ff2e9d96,E_FIR@KAU.M,1990-01-01
E_ELSE@KAU.M,125720,"""E_SV@KAU.M"".ts - (""EAF@KAU.M"".ts + ""EHC@KAU.M"".ts)",294,3,0.0,2014-07-23 07:03:28 -1000,27133fc0ec9833af9f44bf17e69d29701299a74a,"EAF@KAU.M, EHC@KAU.M, E_SV@KAU.M",1990-01-01
E_SV@KAU.M,125719,"""E_NF@KAU.M"".ts - (""ECT@KAU.M"".ts + ""EMN@KAU.M"".ts + ""E_TTU@KAU.M"".ts + ""E_FIR@KAU.M"".ts + ""EGV@KAU.M"".ts)",294,6,0.026,2014-07-23 07:03:27 -1000,d1234edc43e66733d29a4ece831a86582bbe5c92,"ECT@KAU.M, EGV@KAU.M, EMN@KAU.M, E_FIR@KAU.M, E_NF@KAU.M, E_TTU@KAU.M",1990-01-01
E_ELSE@HAW.Q,125718,"""E_SV@HAW.Q"".ts - (""EAF@HAW.Q"".ts + ""EHC@HAW.Q"".ts)",98,3,0.0,2014-07-23 07:03:00 -1000,9a735609d58fd0fccd32b5593219d01bd5ad1163,"EAF@HAW.Q, EHC@HAW.Q, E_SV@HAW.Q",1990-01-01
E_SV@HAW.Q,125717,"""E_NF@HAW.Q"".ts - (""ECT@HAW.Q"".ts + ""EMN@HAW.Q"".ts + ""E_TTU@HAW.Q"".ts + ""E_FIR@HAW.Q"".ts + ""EGV@HAW.Q"".ts)",98,6,0.0,2014-07-23 07:03:00 -1000,34d095e0d199ab6db5d1c81ba9d12e698dca0399,"ECT@HAW.Q, EGV@HAW.Q, EMN@HAW.Q, E_FIR@HAW.Q, E_NF@HAW.Q, E_TTU@HAW.Q",1990-01-01
E_FIR@HAW.Q,125716,"""E_FIR@HAW.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:02:59 -1000,93a60bbf5ef48145e24db9ea61f2201df82e3d76,E_FIR@HAW.M,1990-01-01
E_ELSE@HAW.M,125715,"""E_SV@HAW.M"".ts - (""EAF@HAW.M"".ts + ""EHC@HAW.M"".ts)",294,3,0.011,2014-07-23 07:02:59 -1000,bd34871df7460457968a34ec9c4228960c0f5605,"EAF@HAW.M, EHC@HAW.M, E_SV@HAW.M",1990-01-01
E_SV@HAW.M,125714,"""E_NF@HAW.M"".ts - (""ECT@HAW.M"".ts + ""EMN@HAW.M"".ts + ""E_TTU@HAW.M"".ts + ""E_FIR@HAW.M"".ts + ""EGV@HAW.M"".ts)",294,6,0.041,2014-07-23 07:02:59 -1000,0c874aa9f47dc6708180c2bd4f58c36ce333e43a,"ECT@HAW.M, EGV@HAW.M, EMN@HAW.M, E_FIR@HAW.M, E_NF@HAW.M, E_TTU@HAW.M",1990-01-01
E_EDHC@NBI.Q,125713,"""E_EDHC@HI.Q"".ts - ""E_EDHC@HON.Q"".ts",98,2,0.0,2014-07-23 07:02:52 -1000,fb621acf6e60371e929ed47326078c95b11af374,"E_EDHC@HI.Q, E_EDHC@HON.Q",1990-01-01
E_EDHC@NBI.M,125712,"""E_EDHC@HI.M"".ts - ""E_EDHC@HON.M"".ts",294,2,0.037,2014-07-23 07:02:52 -1000,8a2ccaff7a6f2f727e57fde5c098d595079b999a,"E_EDHC@HI.M, E_EDHC@HON.M",1990-01-01
E_EDHC@KAU.Q,125711,"""E_EDHC@KAU.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:02:48 -1000,6dccd64115a0c62ae34eb9d0a1f111e0140e62ca,E_EDHC@KAU.M,1990-01-01
E_EDHC@HON.Q,125710,"""E_EDHC@HON.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:02:43 -1000,75feb2d240a7c9b093cecc761fae3f094f576b34,E_EDHC@HON.M,1990-01-01
E_EDHC@HAW.Q,125709,"""E_EDHC@HAW.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:02:33 -1000,6fc73139245711efdeb3537a2e2e920d191648d4,E_EDHC@HAW.M,1990-01-01
EWT@NBI.Q,125708,"""EWT@HI.Q"".ts - ""EWT@HON.Q"".ts",98,2,0.0,2014-07-23 07:00:34 -1000,baff2f6787e4402613475aca987fac8ffd5e4252,"EWT@HI.Q, EWT@HON.Q",1990-01-01
EWT@NBI.M,125707,"""EWT@HI.M"".ts - ""EWT@HON.M"".ts",294,2,0.0,2014-07-23 07:00:34 -1000,e9470f57490c5d8702ab9855ed24834cefa90b46,"EWT@HI.M, EWT@HON.M",1990-01-01
EWT@KAU.A,125706,"""EWT@KAU.Q"".ts.aggregate(:year, :average)",24,1,0.0,2014-07-23 07:00:33 -1000,beb5037b4936b9605c9e34fa87fa8aec38b4a34a,EWT@KAU.Q,1990-01-01
EWT@KAU.Q,125705,"""EWT@KAU.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:00:33 -1000,72d73b9cca869d69758b9779d564e7b8825e1da3,EWT@KAU.M,1990-01-01
EWT@HON.Q,125704,"""EWT@HON.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:00:33 -1000,4e4bc229aa5fbf382c82386b3d509c6b74db2ff4,EWT@HON.M,1990-01-01
EWT@HAW.Q,125703,"""EWT@HAW.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 07:00:32 -1000,39f5a2d530fa3346d6b3c9039cda7525776e8ef8,EWT@HAW.M,1990-01-01
ERT@NBI.Q,125700,"""ERT@HI.Q"".ts - ""ERT@HON.Q"".ts",98,2,0.0,2014-07-23 06:29:06 -1000,9ab449a3b69e87b8aef430dcf1635c13ae93edb2,"ERT@HI.Q, ERT@HON.Q",1990-01-01
ERT@NBI.M,125699,"""ERT@HI.M"".ts - ""ERT@HON.M"".ts",294,2,0.038,2014-07-23 06:29:06 -1000,01e7a4c01d3a4688d0c8b2e7b7006dfa79b3316e,"ERT@HI.M, ERT@HON.M",1990-01-01
ERT@KAU.Q,125698,"""ERT@KAU.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 06:29:05 -1000,26ff9cc346690bd2fc4e813f71d5d263e750eb34,ERT@KAU.M,1990-01-01
ERT@HON.Q,125697,"""ERT@HON.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 06:29:04 -1000,ddc1eb45a5ec4152c138a820d8d49fbfe5aa8088,ERT@HON.M,1990-01-01
ERT@HAW.Q,125696,"""ERT@HAW.M"".ts.aggregate(:quarter, :average)",98,1,0.0,2014-07-23 06:29:03 -1000,41f8790a939368566a0db26d6438555353b28274,ERT@HAW.M,1990-01-01
